Targa,TipoCambio,NumeroSerie,PrezzoListino,AnnoImmatricolazione,IdConcessionaria,IdModello,IdColore
QH792IG,Automatico,SN8512260,19700,2013,CONC188,MOD354,COL27
GA993ZI,Automatico,SN7900861,23000,2008,CONC34,MOD667,COL14
PK626PB,Manuale,SN6800561,20600,2007,CONC21,MOD856,COL11
BU837PQ,Automatico,SN8538846,40400,2003,CONC146,MOD593,COL29
GI533LB,Manuale,SN1510492,47800,2015,CONC115,MOD159,COL5
VJ952WV,Manuale,SN7576601,64500,2024,CONC105,MOD139,COL22
XJ314PO,Manuale,SN6049830,60500,2011,CONC84,MOD273,COL25
XM193BM,Automatico,SN5640452,40200,2014,CONC113,MOD645,COL26
FN590DP,Automatico,SN7475153,32100,2023,CONC151,MOD703,COL10
IE941VB,Automatico,SN3200288,60700,2024,CONC40,MOD464,COL5
QE890IP,Manuale,SN1069842,31900,2007,CONC72,MOD767,COL17
DB545NW,Automatico,SN7961270,28100,2000,CONC48,MOD269,COL12
JZ673TE,Automatico,SN8802312,33800,2002,CONC22,MOD119,COL5
MK820YP,Manuale,SN5154042,19400,2002,CONC102,MOD219,COL28
MJ339FG,Automatico,SN6226215,41900,2023,CONC73,MOD921,COL16
ZG646EI,Automatico,SN7975171,28000,2010,CONC191,MOD784,COL22
IE861IB,Manuale,SN6794222,20000,2011,CONC106,MOD474,COL22
PG795HH,Manuale,SN2867576,17700,2010,CONC151,MOD795,COL4
CO496YT,Manuale,SN1703869,62800,2024,CONC98,MOD813,COL3
ZI282OZ,Manuale,SN3013143,44700,2011,CONC129,MOD694,COL3
GT437HF,Automatico,SN7054432,69400,2021,CONC42,MOD939,COL16
JV405TC,Automatico,SN9256577,60500,2015,CONC180,MOD911,COL26
CM935NI,Manuale,SN5120751,22700,2011,CONC59,MOD933,COL13
OA266XC,Manuale,SN2804363,17200,2010,CONC40,MOD311,COL16
PX684VP,Automatico,SN8700369,23500,2024,CONC105,MOD117,COL6
PY807UG,Manuale,SN2389545,25400,2001,CONC74,MOD840,COL21
QV393TS,Automatico,SN4640548,46500,2024,CONC73,MOD5,COL25
UU389KZ,Automatico,SN4741673,44800,2014,CONC168,MOD661,COL30
QV665DU,Manuale,SN2256472,26400,2003,CONC23,MOD960,COL16
AT441RK,Manuale,SN1778393,47600,2009,CONC53,MOD152,COL10
CD207CA,Automatico,SN5699823,15100,2017,CONC188,MOD442,COL28
GZ403QH,Manuale,SN2261609,41100,2016,CONC150,MOD95,COL25
OS447BA,Manuale,SN2289532,46500,2007,CONC122,MOD962,COL2
FC508HJ,Manuale,SN6478764,52800,2000,CONC46,MOD82,COL22
EC117YW,Automatico,SN2512319,21100,2009,CONC56,MOD676,COL2
XH238IT,Manuale,SN9809550,40300,2001,CONC72,MOD985,COL21
LE269GG,Manuale,SN8330914,52100,2006,CONC136,MOD966,COL20
JF784QP,Manuale,SN7331449,52900,2000,CONC194,MOD324,COL9
WB804ZN,Automatico,SN3675734,31600,2004,CONC67,MOD974,COL13
QV415ZT,Automatico,SN4188342,68000,2024,CONC13,MOD16,COL30
EB246RA,Automatico,SN5075149,37100,2020,CONC98,MOD352,COL22
DC314FF,Automatico,SN6015946,47600,2005,CONC138,MOD903,COL13
WS411LN,Automatico,SN5679620,38600,2009,CONC184,MOD162,COL18
ML301EE,Automatico,SN6515911,20400,2011,CONC191,MOD878,COL6
RH871QW,Manuale,SN9317536,63800,2006,CONC36,MOD936,COL26
IV165AL,Automatico,SN8586060,54000,2013,CONC12,MOD262,COL7
QR189HB,Manuale,SN8921022,35700,2020,CONC77,MOD382,COL21
UV227BY,Manuale,SN3044291,55500,2001,CONC199,MOD758,COL19
SD837TX,Manuale,SN9303745,30900,2003,CONC141,MOD852,COL12
KG276XK,Automatico,SN7054257,29900,2003,CONC163,MOD408,COL1
CB638GO,Manuale,SN9982851,65300,2019,CONC19,MOD967,COL10
LY578CP,Automatico,SN4344089,24500,2009,CONC66,MOD762,COL24
HO664TD,Automatico,SN7653915,23100,2014,CONC114,MOD579,COL2
DD782UG,Automatico,SN6327198,50600,2003,CONC100,MOD82,COL23
WV131JW,Automatico,SN9213276,61300,2011,CONC89,MOD311,COL10
SO480KD,Manuale,SN9179405,39300,2004,CONC71,MOD585,COL13
KP298FT,Automatico,SN5152640,63200,2002,CONC52,MOD151,COL21
EM752YP,Manuale,SN2837488,39300,2000,CONC116,MOD515,COL19
FJ782GE,Automatico,SN3863757,17000,2010,CONC8,MOD769,COL24
NB933DY,Manuale,SN9744953,35300,2019,CONC112,MOD651,COL6
PS962WT,Automatico,SN6666337,37400,2001,CONC184,MOD294,COL3
XP846LO,Manuale,SN8414503,47700,2001,CONC19,MOD167,COL21
IM632BX,Automatico,SN6339061,68900,2020,CONC47,MOD444,COL24
AN879HQ,Manuale,SN6740045,46300,2021,CONC61,MOD229,COL19
DL275HQ,Automatico,SN2566368,31200,2011,CONC19,MOD758,COL25
UQ495VR,Manuale,SN2062236,22800,2015,CONC174,MOD754,COL3
YU776RZ,Automatico,SN9777503,33000,2008,CONC29,MOD111,COL24
XP946BB,Automatico,SN5945490,67400,2014,CONC190,MOD316,COL1
GQ948UD,Automatico,SN6035056,51900,2022,CONC163,MOD693,COL15
OD692IK,Manuale,SN3119866,54700,2018,CONC4,MOD808,COL23
LA305PO,Manuale,SN7082043,21800,2002,CONC128,MOD9,COL1
ZM344DJ,Manuale,SN2498743,45300,2002,CONC39,MOD264,COL1
WK724NH,Automatico,SN3403606,31500,2016,CONC87,MOD937,COL14
DC855RP,Automatico,SN7520419,42900,2018,CONC124,MOD386,COL16
SQ473HO,Automatico,SN2316074,32700,2015,CONC80,MOD869,COL10
KK654EJ,Manuale,SN1885127,39800,2013,CONC62,MOD451,COL10
HK801QW,Automatico,SN2648837,25700,2005,CONC25,MOD287,COL25
WO945WM,Automatico,SN5849329,65200,2011,CONC161,MOD46,COL28
EL592IY,Automatico,SN4914581,31600,2016,CONC103,MOD207,COL9
FR610BF,Manuale,SN9630845,43300,2007,CONC163,MOD746,COL10
UU980KB,Automatico,SN7651816,31000,2013,CONC4,MOD498,COL9
MX717IJ,Automatico,SN6005614,62700,2001,CONC86,MOD966,COL22
DG972PC,Automatico,SN8793581,29900,2024,CONC164,MOD395,COL14
OR367DQ,Manuale,SN5953565,37600,2017,CONC116,MOD82,COL7
TY271VH,Manuale,SN4870376,47400,2020,CONC189,MOD447,COL24
TU726WT,Manuale,SN9543379,35200,2016,CONC176,MOD858,COL13
RP635ZN,Automatico,SN8229594,20200,2008,CONC157,MOD925,COL7
CM537IE,Manuale,SN4370001,36400,2016,CONC49,MOD485,COL8
ED685GU,Automatico,SN2512684,56900,2000,CONC87,MOD110,COL23
GU764AE,Automatico,SN8601967,62300,2014,CONC128,MOD286,COL19
AF457QW,Automatico,SN6468347,43400,2005,CONC160,MOD720,COL13
DZ128HD,Automatico,SN6010879,67800,2015,CONC127,MOD121,COL8
CH683IM,Manuale,SN6827256,29000,2006,CONC68,MOD274,COL29
BX930GW,Automatico,SN4546720,24900,2022,CONC75,MOD211,COL24
CB718IP,Automatico,SN1624903,61000,2006,CONC181,MOD534,COL13
VD702WX,Automatico,SN8694793,27100,2012,CONC23,MOD389,COL2
AO155XS,Automatico,SN9497893,69400,2009,CONC104,MOD12,COL23
FD729CT,Manuale,SN2377065,32900,2014,CONC111,MOD601,COL19
PA328XY,Manuale,SN7636369,63300,2011,CONC169,MOD217,COL15
HY147JL,Automatico,SN8849809,21500,2012,CONC187,MOD42,COL1
ND194UR,Manuale,SN6445587,20700,2019,CONC92,MOD648,COL23
GZ779KP,Manuale,SN9552745,25800,2011,CONC68,MOD594,COL29
ZL817XQ,Manuale,SN5494090,59200,2018,CONC119,MOD373,COL19
YO429ZG,Automatico,SN9625739,39900,2021,CONC83,MOD543,COL8
ZN856DY,Manuale,SN1927825,36200,2016,CONC33,MOD701,COL26
FG908UQ,Manuale,SN8149060,45400,2024,CONC22,MOD591,COL2
PV406FL,Manuale,SN3704483,61000,2009,CONC154,MOD846,COL7
MB578XP,Automatico,SN1274404,64600,2019,CONC73,MOD311,COL10
VD352TY,Manuale,SN6761869,29300,2012,CONC40,MOD965,COL17
TJ890GV,Automatico,SN5998062,63300,2004,CONC95,MOD510,COL6
RI230AC,Automatico,SN9698968,39700,2010,CONC50,MOD325,COL13
XI223HW,Manuale,SN1660520,59900,2007,CONC173,MOD871,COL9
EG370PZ,Automatico,SN8110690,37100,2020,CONC135,MOD851,COL26
GQ111CK,Manuale,SN7612143,24400,2016,CONC181,MOD294,COL14
MP750NM,Automatico,SN7304515,69400,2013,CONC170,MOD617,COL3
HY858XA,Automatico,SN1428116,61200,2012,CONC80,MOD471,COL14
GJ364BK,Automatico,SN5571056,49000,2006,CONC133,MOD144,COL22
DE627JJ,Manuale,SN1352566,36500,2007,CONC6,MOD587,COL26
VM985FT,Automatico,SN4666089,20400,2023,CONC78,MOD120,COL4
TV421DV,Manuale,SN1114425,39200,2006,CONC127,MOD241,COL18
ZF432FT,Manuale,SN6266112,37900,2007,CONC187,MOD704,COL28
RE857TC,Manuale,SN6917988,42400,2007,CONC86,MOD321,COL26
CW248JH,Manuale,SN6784077,27200,2024,CONC122,MOD418,COL3
BM495TI,Automatico,SN7895380,48400,2013,CONC88,MOD631,COL10
RD748WJ,Automatico,SN3887614,51700,2012,CONC150,MOD589,COL20
AX425GI,Manuale,SN1223242,58200,2004,CONC64,MOD775,COL9
KU129UT,Automatico,SN4595986,62800,2017,CONC40,MOD868,COL19
GJ293HU,Automatico,SN2583729,52700,2001,CONC43,MOD266,COL6
RA719AX,Manuale,SN4544624,36100,2015,CONC155,MOD861,COL17
RU191PP,Manuale,SN8915121,41600,2001,CONC150,MOD589,COL29
OR135SD,Manuale,SN1320664,61600,2020,CONC25,MOD546,COL14
EA620ME,Manuale,SN5545439,68800,2018,CONC91,MOD390,COL17
NB162UR,Manuale,SN2484904,25600,2006,CONC24,MOD882,COL6
NW243PV,Manuale,SN4873234,48300,2020,CONC32,MOD867,COL10
PF441OT,Manuale,SN4814492,48800,2013,CONC171,MOD474,COL10
XQ650FQ,Manuale,SN9324989,48000,2019,CONC54,MOD807,COL24
SU877MC,Manuale,SN5968680,22700,2018,CONC112,MOD547,COL2
HZ557LH,Automatico,SN4818077,58400,2013,CONC14,MOD608,COL5
CA622WP,Manuale,SN2648529,22700,2011,CONC66,MOD910,COL22
AT690WD,Automatico,SN6186843,16500,2017,CONC79,MOD821,COL8
WV888IB,Automatico,SN5970883,65100,2007,CONC176,MOD899,COL18
DE428KW,Manuale,SN1167336,16200,2002,CONC128,MOD911,COL11
ML963XB,Automatico,SN2898032,26400,2011,CONC6,MOD589,COL1
UY131RZ,Automatico,SN2844687,61400,2010,CONC32,MOD133,COL1
CI755IB,Automatico,SN3651286,60400,2014,CONC145,MOD779,COL26
TR931GQ,Manuale,SN3309394,34100,2002,CONC28,MOD887,COL24
HD692FJ,Automatico,SN6062110,36700,2021,CONC105,MOD95,COL11
SA390AY,Automatico,SN5210953,41200,2023,CONC189,MOD331,COL22
PA443YZ,Manuale,SN7029400,29900,2020,CONC2,MOD155,COL4
WC598LX,Automatico,SN1099859,15800,2000,CONC196,MOD585,COL27
FY380US,Automatico,SN1696578,30300,2001,CONC188,MOD244,COL13
XK774CN,Manuale,SN5898702,29300,2010,CONC104,MOD21,COL2
PC672NR,Manuale,SN6117933,15300,2012,CONC99,MOD588,COL4
UF692WP,Manuale,SN9292073,31100,2005,CONC144,MOD306,COL27
FD942EP,Automatico,SN4017746,24200,2024,CONC190,MOD94,COL30
QP806GI,Manuale,SN2529490,39800,2007,CONC46,MOD248,COL24
TG212GL,Automatico,SN7335934,63400,2007,CONC17,MOD560,COL25
MJ246XV,Manuale,SN5487680,33200,2018,CONC40,MOD774,COL18
IP832AD,Manuale,SN4563923,69200,2006,CONC149,MOD437,COL19
HG805JK,Automatico,SN5177281,69100,2021,CONC113,MOD650,COL23
DO510JW,Manuale,SN4235247,26200,2017,CONC178,MOD630,COL17
UZ268DM,Automatico,SN6445396,48100,2023,CONC167,MOD406,COL25
IN750QZ,Automatico,SN1660298,51100,2022,CONC95,MOD467,COL5
KP711NA,Manuale,SN8246300,51500,2003,CONC179,MOD573,COL29
IE308SA,Automatico,SN2035724,61900,2021,CONC55,MOD650,COL14
FG462IE,Manuale,SN1303820,33500,2017,CONC70,MOD456,COL1
TF646IO,Manuale,SN6623205,18900,2016,CONC167,MOD994,COL17
PE377BJ,Automatico,SN3342997,26500,2008,CONC25,MOD164,COL5
YL496CY,Manuale,SN2617155,39600,2018,CONC20,MOD338,COL12
PX859BH,Manuale,SN4297061,32900,2005,CONC153,MOD31,COL13
OS309LE,Automatico,SN9161229,26500,2019,CONC189,MOD779,COL7
GD908TG,Automatico,SN3622308,25100,2012,CONC186,MOD655,COL26
TA524II,Automatico,SN5824984,32700,2013,CONC99,MOD20,COL1
YW623RM,Automatico,SN3553705,17500,2013,CONC16,MOD673,COL2
IA213AO,Automatico,SN6044588,46800,2009,CONC131,MOD431,COL13
NT595JO,Automatico,SN9486416,67200,2001,CONC72,MOD955,COL19
RI126EG,Manuale,SN5920453,18400,2009,CONC115,MOD135,COL10
FN102KK,Automatico,SN7420450,28700,2014,CONC81,MOD74,COL17
HO345KM,Manuale,SN1961285,19400,2013,CONC78,MOD836,COL5
DI148RU,Manuale,SN1193838,58300,2014,CONC141,MOD522,COL22
JA477DC,Manuale,SN8472471,47300,2022,CONC147,MOD295,COL4
CD210AJ,Manuale,SN1842241,15100,2020,CONC9,MOD806,COL26
NZ552PZ,Automatico,SN4269406,68100,2012,CONC140,MOD996,COL20
UY305PI,Manuale,SN5498501,52700,2022,CONC184,MOD124,COL16
AZ652MD,Automatico,SN6071864,29400,2006,CONC188,MOD614,COL10
VR479WY,Automatico,SN6951272,36400,2000,CONC13,MOD925,COL25
ND554QP,Automatico,SN5133415,52200,2000,CONC111,MOD962,COL18
CT151YH,Automatico,SN7271974,45500,2009,CONC128,MOD73,COL18
VV115RE,Automatico,SN6177506,42200,2003,CONC194,MOD109,COL30
RC800AC,Manuale,SN5454954,15900,2002,CONC4,MOD17,COL15
MI106IK,Automatico,SN2497886,36300,2009,CONC65,MOD177,COL25
OB869KY,Manuale,SN4367101,21400,2007,CONC116,MOD458,COL26
PZ874WF,Manuale,SN6719465,45900,2019,CONC185,MOD344,COL6
SX265UZ,Automatico,SN8269277,19000,2001,CONC11,MOD820,COL25
NN625IO,Automatico,SN4667208,66600,2020,CONC135,MOD755,COL8
OJ282CD,Manuale,SN7214011,19100,2000,CONC36,MOD476,COL14
YZ907GZ,Manuale,SN8422061,64600,2018,CONC170,MOD968,COL16
UW476LC,Automatico,SN9822728,56900,2009,CONC4,MOD764,COL23
FO833UT,Manuale,SN7494236,66700,2017,CONC54,MOD153,COL13
IH265VN,Manuale,SN8273524,66100,2004,CONC119,MOD581,COL26
FI461CA,Automatico,SN1930027,48100,2023,CONC101,MOD898,COL22
VN449CT,Manuale,SN6233539,58400,2014,CONC14,MOD675,COL13
ZY699HT,Automatico,SN2359102,45300,2015,CONC44,MOD202,COL29
VV350NY,Automatico,SN3136103,48300,2015,CONC34,MOD899,COL4
UX966GN,Automatico,SN1907543,56600,2006,CONC194,MOD530,COL23
DD118HP,Automatico,SN2007544,17800,2000,CONC109,MOD130,COL15
UL943ID,Automatico,SN2164843,42500,2006,CONC65,MOD382,COL19
SR137HP,Automatico,SN3969166,26900,2014,CONC129,MOD26,COL27
IJ656GR,Automatico,SN2566352,68200,2019,CONC33,MOD697,COL14
DZ149ZP,Manuale,SN6193224,34800,2005,CONC97,MOD124,COL22
PT346EX,Manuale,SN5186675,40200,2004,CONC173,MOD285,COL28
JG169DY,Manuale,SN4210554,62700,2018,CONC6,MOD652,COL18
SV127JU,Manuale,SN4367200,26700,2003,CONC189,MOD591,COL4
OZ279HD,Manuale,SN4932070,53000,2011,CONC197,MOD608,COL4
YY866UB,Manuale,SN2256497,59000,2013,CONC149,MOD957,COL11
NN158SB,Automatico,SN5714249,37800,2009,CONC113,MOD951,COL17
XY716TJ,Manuale,SN3411177,18400,2010,CONC3,MOD749,COL17
HE994PF,Automatico,SN5377506,32700,2002,CONC113,MOD132,COL3
IX742JM,Manuale,SN2783286,51500,2005,CONC125,MOD480,COL19
PB332LW,Manuale,SN3143610,47200,2019,CONC172,MOD118,COL12
SJ294EZ,Manuale,SN4528010,49500,2009,CONC72,MOD319,COL29
EM696ZT,Automatico,SN1464255,39000,2009,CONC114,MOD175,COL9
YQ909KU,Manuale,SN6345397,39900,2015,CONC199,MOD323,COL10
NN658RV,Manuale,SN6930270,62200,2018,CONC56,MOD95,COL15
EG688HK,Manuale,SN1060674,24400,2001,CONC41,MOD460,COL27
NK171JT,Automatico,SN4754434,44600,2015,CONC36,MOD343,COL29
EM510OQ,Automatico,SN3493299,65000,2021,CONC28,MOD783,COL1
HB284AI,Automatico,SN2984087,59000,2009,CONC23,MOD334,COL9
JE373TP,Automatico,SN1321489,37900,2007,CONC86,MOD312,COL22
SJ955HI,Manuale,SN6205945,34700,2018,CONC76,MOD77,COL6
NT355LJ,Manuale,SN7959492,33300,2006,CONC113,MOD964,COL20
UT241TW,Manuale,SN2055439,34100,2020,CONC79,MOD758,COL17
NU805RZ,Manuale,SN6045678,18800,2024,CONC82,MOD191,COL29
CQ281XA,Automatico,SN8303433,61600,2023,CONC61,MOD169,COL15
XB211YR,Automatico,SN4752717,22500,2003,CONC96,MOD124,COL11
NT626OK,Manuale,SN7298321,62500,2016,CONC77,MOD272,COL26
JL691IO,Automatico,SN9477377,60500,2019,CONC26,MOD302,COL14
EH887OI,Automatico,SN6798919,25400,2017,CONC13,MOD264,COL12
KW991EC,Manuale,SN4049856,47900,2003,CONC160,MOD646,COL12
TF524RA,Manuale,SN2905489,60300,2024,CONC66,MOD119,COL3
DG260EG,Automatico,SN5940465,17600,2004,CONC62,MOD523,COL27
XN374KU,Manuale,SN6991160,15400,2010,CONC186,MOD174,COL5
GB666UZ,Manuale,SN6776990,66300,2004,CONC145,MOD473,COL11
OF444WB,Automatico,SN6140220,58900,2005,CONC18,MOD259,COL7
GZ894PQ,Automatico,SN5253036,21700,2002,CONC12,MOD412,COL3
KQ462UW,Manuale,SN4271155,18300,2001,CONC174,MOD193,COL13
LI872MW,Automatico,SN4660167,27500,2015,CONC185,MOD201,COL12
WA946OW,Automatico,SN9143810,16900,2013,CONC166,MOD567,COL18
CV610WX,Manuale,SN6444911,16200,2021,CONC19,MOD333,COL16
DZ583UN,Automatico,SN4281899,47900,2023,CONC113,MOD760,COL3
XC594HO,Manuale,SN1512210,26000,2010,CONC137,MOD784,COL6
GJ126IZ,Manuale,SN9090912,20300,2007,CONC59,MOD610,COL29
CM919JL,Automatico,SN2542530,69700,2008,CONC70,MOD95,COL28
YH290YO,Manuale,SN2157467,17800,2002,CONC194,MOD86,COL11
IT661GD,Automatico,SN8848641,54400,2017,CONC86,MOD964,COL23
DG992EQ,Automatico,SN1884532,34700,2006,CONC113,MOD16,COL3
YN703RN,Manuale,SN1946959,35100,2012,CONC182,MOD321,COL26
OG321GF,Automatico,SN5809080,26500,2010,CONC36,MOD140,COL27
KE871VC,Manuale,SN2417977,17600,2001,CONC149,MOD146,COL8
OD937VN,Automatico,SN6064397,23500,2001,CONC192,MOD779,COL8
CL309YE,Manuale,SN9229101,38000,2007,CONC171,MOD412,COL8
DD320SP,Manuale,SN6399867,51200,2015,CONC104,MOD447,COL1
QP488BK,Manuale,SN1204733,46900,2022,CONC121,MOD162,COL10
FK264QC,Automatico,SN7114694,48100,2017,CONC57,MOD313,COL23
DU404YN,Manuale,SN4451992,53300,2017,CONC55,MOD171,COL29
QS538XX,Manuale,SN2822462,49100,2019,CONC115,MOD4,COL3
YD128ZD,Manuale,SN7911534,29900,2013,CONC123,MOD469,COL25
GH602DG,Automatico,SN9862394,39600,2012,CONC40,MOD303,COL3
VB179CG,Manuale,SN8636489,48800,2022,CONC90,MOD114,COL26
SM318LP,Manuale,SN3220547,63400,2021,CONC25,MOD805,COL17
GT466QU,Manuale,SN1694417,41200,2010,CONC121,MOD708,COL26
AW414BQ,Manuale,SN7774694,61200,2010,CONC38,MOD489,COL6
RV873CW,Automatico,SN6562443,34900,2019,CONC24,MOD431,COL1
BD468NC,Automatico,SN9703126,20700,2002,CONC157,MOD464,COL22
MI818HZ,Automatico,SN2967519,25000,2024,CONC144,MOD824,COL19
EV421LC,Automatico,SN8240660,48900,2021,CONC154,MOD902,COL23
GE162GU,Manuale,SN1941658,32500,2012,CONC193,MOD124,COL13
QW218AW,Automatico,SN8911112,42300,2020,CONC155,MOD271,COL27
HG410DP,Manuale,SN1774625,48900,2012,CONC34,MOD323,COL19
SW841ZU,Automatico,SN6732912,47700,2008,CONC87,MOD63,COL14
TS280KV,Manuale,SN2416777,37000,2013,CONC11,MOD248,COL4
KH925LS,Automatico,SN1437510,69800,2016,CONC129,MOD658,COL15
SY921QN,Manuale,SN1096148,68100,2019,CONC36,MOD346,COL22
MX820QS,Automatico,SN7955574,43900,2010,CONC184,MOD748,COL22
LV653UW,Automatico,SN4587836,64300,2006,CONC99,MOD675,COL29
HA367MT,Manuale,SN2657465,68500,2000,CONC9,MOD838,COL5
OP896EK,Manuale,SN7426873,46000,2006,CONC96,MOD479,COL4
AG597TQ,Manuale,SN3893455,45800,2006,CONC164,MOD589,COL13
IH889DE,Automatico,SN9348818,31500,2004,CONC71,MOD828,COL2
LI272DM,Automatico,SN4880906,60300,2005,CONC114,MOD529,COL6
VA799KK,Automatico,SN3080638,38800,2014,CONC21,MOD722,COL25
XT608UF,Automatico,SN3835815,55900,2020,CONC92,MOD107,COL11
WR972WH,Manuale,SN7930037,21600,2009,CONC104,MOD735,COL25
OE571RG,Automatico,SN4118511,25400,2020,CONC111,MOD135,COL17
DG372AW,Manuale,SN1024709,18500,2019,CONC38,MOD256,COL20
GK567ON,Manuale,SN5918468,24300,2019,CONC144,MOD416,COL4
TC346RH,Automatico,SN7728607,20600,2003,CONC157,MOD69,COL26
AL869BI,Manuale,SN3804173,68000,2019,CONC32,MOD662,COL6
QX370SH,Manuale,SN9599030,48000,2024,CONC97,MOD377,COL28
PO230GI,Automatico,SN9166302,19500,2015,CONC200,MOD225,COL17
AS169DY,Manuale,SN8157521,55500,2009,CONC129,MOD527,COL4
LR577VG,Automatico,SN5610562,53400,2019,CONC97,MOD640,COL25
TL279CX,Automatico,SN8339913,30500,2009,CONC50,MOD651,COL19
KS698QF,Manuale,SN1363615,37400,2012,CONC156,MOD432,COL9
DH460QD,Manuale,SN9445768,67000,2001,CONC25,MOD680,COL16
VM541GE,Automatico,SN9483921,18000,2010,CONC114,MOD500,COL27
JU541OE,Manuale,SN7526860,34700,2020,CONC48,MOD221,COL7
GW947KM,Manuale,SN3478335,63300,2011,CONC147,MOD746,COL16
AX947OJ,Automatico,SN6126785,38400,2007,CONC180,MOD279,COL15
OP177KE,Automatico,SN7104312,59900,2009,CONC35,MOD376,COL15
OX946KM,Manuale,SN5761362,54200,2018,CONC184,MOD542,COL17
JH248JW,Automatico,SN6584422,48100,2003,CONC12,MOD6,COL5
MW998CC,Manuale,SN7485435,32500,2015,CONC143,MOD381,COL8
RZ717ZI,Manuale,SN5684506,49300,2023,CONC73,MOD787,COL5
OS981TE,Automatico,SN5821777,31800,2013,CONC115,MOD435,COL1
LA618OY,Automatico,SN7570974,57200,2023,CONC155,MOD419,COL22
HR112KQ,Automatico,SN2627894,27700,2017,CONC138,MOD57,COL10
FZ279ZT,Automatico,SN4735707,46200,2013,CONC40,MOD888,COL3
JM122RV,Automatico,SN9329742,49800,2018,CONC108,MOD164,COL8
ZE474OF,Manuale,SN5782238,18100,2021,CONC63,MOD946,COL20
RH323RV,Automatico,SN8652829,36300,2022,CONC49,MOD147,COL24
DO686FB,Manuale,SN6691785,50600,2004,CONC19,MOD850,COL11
YW237XM,Manuale,SN5319947,21200,2019,CONC167,MOD960,COL18
TZ847MM,Automatico,SN4668665,33800,2022,CONC31,MOD334,COL21
FP420FU,Manuale,SN3461422,25900,2016,CONC114,MOD927,COL8
FB209SE,Manuale,SN1667028,18200,2020,CONC172,MOD106,COL4
MW614CA,Manuale,SN9392226,57800,2015,CONC198,MOD871,COL30
SN539UM,Automatico,SN5394435,40000,2022,CONC146,MOD629,COL3
DX821ZE,Manuale,SN5424910,47300,2018,CONC45,MOD606,COL29
XV249XT,Automatico,SN4270797,69900,2007,CONC15,MOD293,COL24
TB348FD,Automatico,SN4026756,25200,2024,CONC172,MOD165,COL5
JU126LC,Automatico,SN2686577,68700,2008,CONC33,MOD584,COL19
JT664IE,Automatico,SN8249842,51800,2019,CONC39,MOD659,COL11
QO611FN,Manuale,SN3123279,56900,2024,CONC48,MOD260,COL12
IY310UD,Automatico,SN9596812,21700,2011,CONC3,MOD424,COL12
KI507BI,Automatico,SN3063366,50100,2020,CONC90,MOD458,COL26
JH775KZ,Manuale,SN5277729,38300,2002,CONC26,MOD879,COL9
OB572FU,Manuale,SN7388585,50000,2005,CONC148,MOD753,COL18
MO314SD,Manuale,SN8270601,30600,2000,CONC41,MOD222,COL22
FA281PD,Manuale,SN2989408,23900,2019,CONC191,MOD416,COL25
LF645RR,Manuale,SN3147120,41500,2006,CONC35,MOD61,COL19
DY940PK,Manuale,SN4380206,64200,2009,CONC143,MOD1000,COL16
ZT458XX,Automatico,SN6172439,32000,2015,CONC150,MOD568,COL6
UM358OY,Automatico,SN6067206,49300,2020,CONC105,MOD86,COL7
GC668AL,Manuale,SN5415025,20600,2003,CONC162,MOD862,COL17
BB491YY,Automatico,SN7657854,37600,2013,CONC187,MOD404,COL29
KE504VC,Automatico,SN1396806,21100,2000,CONC64,MOD951,COL14
FI261BH,Manuale,SN3136410,62700,2017,CONC76,MOD861,COL22
NQ648EA,Manuale,SN1245015,29900,2023,CONC25,MOD983,COL25
TS937TG,Automatico,SN7944367,59400,2005,CONC199,MOD138,COL11
KC926RC,Automatico,SN7556234,27300,2023,CONC196,MOD293,COL4
OD516RU,Manuale,SN7956700,45000,2023,CONC28,MOD727,COL26
IX982OP,Automatico,SN9978194,45300,2008,CONC53,MOD264,COL1
TZ624VE,Automatico,SN3312405,20800,2012,CONC69,MOD416,COL25
AP336TW,Automatico,SN6813356,43700,2005,CONC46,MOD924,COL25
IP869DE,Manuale,SN9134658,21200,2006,CONC88,MOD892,COL20
IZ751WO,Manuale,SN2724593,38600,2009,CONC172,MOD650,COL15
NN730MB,Automatico,SN6154541,36200,2024,CONC28,MOD86,COL15
UD283MW,Manuale,SN5805621,18100,2017,CONC179,MOD745,COL14
MI164LZ,Manuale,SN4574660,44500,2000,CONC17,MOD639,COL17
JF416PX,Automatico,SN2445961,42100,2009,CONC177,MOD456,COL14
AE365NT,Manuale,SN3434717,63700,2007,CONC97,MOD136,COL28
XD544DY,Manuale,SN3559169,33400,2011,CONC18,MOD693,COL6
IP995OT,Automatico,SN7918460,42000,2024,CONC34,MOD883,COL27
EO329HO,Automatico,SN9571973,56000,2014,CONC100,MOD941,COL9
ML654AR,Automatico,SN4567991,40100,2004,CONC95,MOD850,COL2
SG218KB,Manuale,SN7353352,19600,2022,CONC136,MOD152,COL19
RO493UY,Automatico,SN5681410,64200,2005,CONC124,MOD170,COL15
GB742NL,Manuale,SN6884231,31700,2007,CONC121,MOD760,COL21
FJ666FN,Automatico,SN5616950,16500,2008,CONC59,MOD614,COL6
OC239CB,Manuale,SN3904117,23700,2010,CONC193,MOD814,COL23
GH911RA,Automatico,SN9288435,52400,2017,CONC108,MOD257,COL25
RF413SW,Manuale,SN8881558,47100,2010,CONC195,MOD355,COL10
